,title,date,company,rating,salary,location,summary,requirements
2980,"Data Scientist, Data Science & Analytics",4 days ago,CJ Affiliate,3.7,,"Santa Barbara, CA 93103 (Lower East area)","Develop new data solutions and insights via an end to end process from problem definition, data acquisition, data processing/cleaning, analytics/insights,…",
2981,Data Science Intern,30+ days ago,SiO Digital,,,"San Diego, CA","Comfortable with quantitative analysis, statistical techniques, data mining.Conduct end-to-end analysis that includes data gathering and requirements…",
2982,Data Scientist,30+ days ago,Ericsson,4.1,,"Santa Clara, CA 95054","— Have 2-3 years hands on experiences on building data pipeline, data models, data solutions from scratch, industry experience preferred.",
2983,"Data Scientist / Software Engineer, Planner",6 days ago,Waymo,3.1,,"Mountain View, CA","Develop signals to describe the quality of our self driving car's behavior, using a range of techniques including machine learning, statistics, math, and…",
2984,Data Scientist,19 days ago,Airspace Technologies,3.9,,"Carlsbad, CA 92010","Work closely with the analytics team, data engineers and backend engineers.The ideal candidate would be a data scientist with savvy programming skills.",
2985,Data Scientist | Marketplace Product,11 days ago,Houzz,3.2,,"Santa Monica, CA",2 - 3 years experience with product analytics.Critical projects will focus on data-driven insights to guide product development and business direction.,
2986,Data Scientist - Fix Recommendations,30+ days ago,Stitch Fix,3.2,,"San Francisco, CA",You have production machine learning experience and are proficient in deploying apps in Python.We offer competitive compensation packages and comprehensive…,
2987,Sr. Machine Learning Data Associate,16 days ago,Amazon.com Services LLC,3.6,,"Santa Barbara, CA","This role focuses on language data, primarily in the areas of writing and general data analysis deliverables.Writing high quality and engaging copy.",
2988,Clinical Informatics Data Scientist,30+ days ago,Valley Children's Healthcare,3.5,,"Madera, CA 93636","The Clinical Informatics Data Scientist is responsible for modeling complex clinical business problems, discovering operational insights and identifying…",
2989,Data Scientist,30+ days ago,Gustaine,,,"Orange, CA","We are looking for accomplished Fresh Graduates / colleagues with 1-2 years of experience, track record of project management, and demonstrated ability to…",
2990,Data Science Analyst,12 days ago,Capital Group,3.9,,"Los Angeles, CA 90071 (Downtown area)","You’ll help drive business value using internal and external data, predictive analytics and data science.You’re proficient in data visualization tools like…",
2991,"Data Scientist, Machine Learning",30+ days ago,Next Insurance,,,"Palo Alto, CA","Understand the data and dig deep to extract actionable insights.2-4 years of hands-on experience in data mining, machine learning and/or statistical analysis.",
2992,Data Science Engineer,23 days ago,TPIRC/ Southern California Food Allergy Institute,3.1,"$80,000 - $110,000 a year","Long Beach, CA",End point analytics result in applied mathematical design and machine learning platforms which treat thousands of patients with orphan diseases.,
2993,Staff Data Scientist,30+ days ago,realtor.com,3.5,,,"Mentor a team of data scientists on data exploration, machine learning and developing data-oriented products.Develop predictive, explanatory models and machine…",
2994,"Intern, Data Science",5 days ago,EDF Renewables,3.8,,"San Diego, CA 92128","Currently enrolled in a Graduate Program in Preferred Math, Engineering, Operations Research, etc.2 years of experience in in power markets.",
2995,Data Annotation Supervisor,2 days ago,ANDURIL INDUSTRIES,,,"Irvine, CA","Experience in project management including requirements gathering, project planning and capacity planning.U.S. Citizenship status is required as this position…",
2996,Senior Data Scientist,3 days ago,Albertsons Companies,3.7,,"Pleasanton, CA 94588","You'll work closely with other data scientists and business partners in identifying and defining data science projects, building machine learning algorithms and…",
2997,EV Infrastructure Data Scientist Internship (Spring 2021),30+ days ago,Tesla,3.5,,"Palo Alto, CA","Intern projects may include analyzing travel and charging behavior, proposing and prototyping charging related customer experience metrics, and building models…",
2998,Data Scientist,19 days ago,Airspace Technologies Inc,3.9,,"Carlsbad, CA 92010","Work closely with the analytics team, data engineers and backend engineers.The ideal candidate would be a data scientist with savvy programming skills.",
2999,Data Scientist - Metrics & Product Validation,28 days ago,Aurora,4.2,,"Palo Alto, CA","Identify, utilize, or create as appropriate the needed technical machinery for large scale data analysis and visualization.",
3000,Senior Data Scientist,3 days ago,Intuit,4.2,,,"Apply data mining, NLP, and machine learning (both supervised and unsupervised) to improve relevance and personalization algorithms.In this role, you’ll.",
3001,Survey Statistician (Recent Grad),11 days ago,US Department of Agriculture,4.1,"$38,054 - $74,958 a year","Sacramento, CA 95814 (Downtown area)","For this position, specialized experience is experience analyzing statistical data; preparing statistical estimates; and recognizing deviations or trends in…",
3002,Data Scientist(Signal Processing)with PHD,9 days ago,Central Business Solutions Inc,,$45 - $70 an hour,"Santa Clara, CA 95050","We are looking for a signal processing engineer to develop innovative signal processing, machine learning and deep learning algorithms for real-time primary…",Doctorate
3003,Data Scientist,30+ days ago,Albertsons Companies,3.7,,"Pleasanton, CA 94588","You'll work closely with other data scientists and business partners in identifying and defining data science projects, building machine learning algorithms and…",
3004,Data Scientist,30+ days ago,Karma Automotive LLC,2.8,,"Irvine, CA 92618 (East Industrial Complex area)","Create visualizations and reports to show insights obtained from data mining efforts.Design and build new data set processes for modeling, data mining, and…",
3005,Data Scientist / Engineer,30+ days ago,"LotusFlare, Inc.",,,"Santa Clara, CA","3 - 5 years of previous experience in building ETLs, analyzing consumer insights, creating metrics.Analyze diverse sources of data to devise actionable…",
3006,Data Scientist,30+ days ago,Dave,,,"Los Angeles, CA 90019 (Mid City area)","As the Data Scientist, you will partner with product management, marketing, technology and engineering teams to elevate user insights, marketing analytics and…",
3007,,23 days ago,PayPal,3.9,,,"Responsibilities include: • Design, develop and manage real-time end-to-end buyer risk decisioning strategies while balancing customer experience, risks and…",
3008,Senior Data Analyst,20 days ago,Invoice2go,,,California,"Enable go-to-market teams with best practices around analytics (Segment, Amplitude, Google Analytics, Adjust, Periscope etc.).",
3009,Data Science and Analytics Intern,12 days ago,San Diego Association of Governments,4.4,$15 - $18 an hour,"San Diego, CA (Core-Columbia area)","Contribute as a team member to the research, collection, and compilation of project and program data; ensure the accuracy of information; maintain databases and…",
3010,"Data Scientist, Operations Data Science",30+ days ago,Google,4.3,,"Mountain View, CA","4 years of relevant work experience (e.g., as a data scientist), including experience applying advanced analytics to planning and infrastructure problems.",
3011,Data Scientist,30+ days ago,"Upstart Network, Inc.",,,"San Mateo, CA","2+ years' in data science, data analytics or related experience in a business setting.Experience with consumer (especially consumer finance) data a plus.",
3012,Senior Data Scientist,6 days ago,Apeel Sciences,4.2,,"Santa Barbara, CA",Work cross-functionally with stakeholders throughout the organization to define project deliverables and share project updates.,
3013,Data Science Intern,Today,Pinterest,4.2,,"San Francisco, CA 94103 (South of Market area)","You’ll apply quantitative analysis, statistical techniques and data mining skills to understand the limitations of running hundreds of simultaneous experiments,…",
3014,Data Scientist – Target Discovery,12 days ago,3T Biosciences,,,"South San Francisco, CA",Excellent written and communication skills presenting and discussing scientific data.Experience in applying computational models to protein structure data …,
3015,GIS Specialist/Statistical Data Analyst,6 days ago,Oneida ESC Group,,,"Santa Barbara, CA 93101","Ability to understand and manage metadata and spatial data requirements.Ability to edit, manipulate, and analyze project data using GIS and similar products.",
3016,Data Scientist,21 days ago,Grid Dynamics,,,"San Francisco, CA",You will use project management skills to manage the deliverables and ensure all stakeholder work is complete on time.,
3017,Staff Data Scientist,Just posted,Intuit,4.2,,"Mountain View, CA 94041","Apply data mining, NLP, and machine learning (both supervised and unsupervised) to improve relevance and personalization algorithms.",
3018,SOX Compliance and Data Analytics - New College Grad,30+ days ago,NVIDIA,4.2,,"Santa Clara, CA",Support the development of data analytics routines to support audit activities performed by the Internal Audit team.,
3019,Data Scientist,30+ days ago,Kernel,3.9,,"Culver City, CA","Experience designing and training supervised machine learning models, using both classical ML and contemporary deep learning approaches, on complex, multimodal…",
3020,Data Scientist Intern (PhD preferred),2 days ago,Intuit,4.2,,"Mountain View, CA 94041","Working side-by-side with Intuit's Data Scientists and Machine Learning Engineers – along with Data Analysts, Software Engineers, and product managers – you…",
3021,NRL Environmental Data Scientist,30+ days ago,General Dynamics Information Technology,3.8,,"Monterey, CA","Have deep knowledge of the principles, methods, and state-of-the-art techniques used in data science, operations research, and decision support, including…",
3022,"Data Scientist, Charging Data & Modeling",30+ days ago,Tesla,3.5,,"Palo Alto, CA","Use statistical modeling and machine learning to extract insights on fleet usage, trends, performance.Experience with statistical data analysis and machine…",
3023,Senior Data Scientist,9 days ago,System1,4.5,,"Venice, CA",System1 is an organization centered around data and data products.5+ years of experience as a data scientist in the ad tech industry.The Role You Will Have.,
3024,,30+ days ago,PayPal,3.9,,,"Through a combination of technological innovation and strategic partnerships, PayPal creates better ways to manage and move money, and offers choice and…",
3025,"Data Scientist, eComm - Personalization",11 days ago,Walmart,3.5,,"Sunnyvale, CA 94086 (West Murphy area)","Strong knowledge in machine learning models, data mining and data analysis techniques.Identifies what methods (for example, analytics, big data analytics,…",
3026,Staff Data Scientist - GEC (Assortment),3 days ago,Walmart,3.5,,"Sunnyvale, CA 94086 (West Murphy area)",Interpret data to identify trends to go across future data sets.Drives the execution of multiple business plans and projects by identifying customer and…,
3027,Senior Data Scientist,2 days ago,Visa,3.9,,"Foster City, CA",Extract and understand data to form an opinion on how to best help our clients and derive relevant insights.Organize and manage multiple data science projects…,
3028,Data Scientist - Operations Research,18 days ago,Shipt,3.4,,"San Francisco, CA",The data science team builds data driven solutions using machine learning and operations research techniques.Experience with a data visualization tool (Tableau…,
3029,"AI/ML - Sr Data Scientist - Search Insights, Siri Data",3 days ago,Apple,4.2,,"San Francisco, CA","Build analytic, visualization, and other information products with a drive to automate and scale the insights available to data science and engineering teams.",
3030,Data Scientist 4,12 days ago,Lam Research,3.7,,"Fremont, CA 94538","Solid knowledge of artificial intelligence / deep learning concepts and various deep learning architectures as it applies to image segmentation, object…",
3031,"Autopilot, Deep Learning Engineer/Scientist",30+ days ago,Tesla,3.5,,"Palo Alto, CA",Additional requirements include the ability to read and implement related academic literature and experience in applying state of the art deep learning models…,
3032,Data Scientist - Analytics,30+ days ago,Plaid,3.8,,"San Francisco, CA","Strong familiarity with SQL, data visualization tools, and working knowledge of Python.Communicating analyses and data-backed recommendations to stakeholders.",
3033,Data Scientist Intern,12 days ago,Henkel,3.9,,"Irvine, CA 92614 (Business District area)","Data scientist intern position starting in Spring 2021 at our Irvine, CA office.Bachelor's degree in Chemistry and/or Chemical Engineering with 1+ years of…",
3034,Data Scientist,30+ days ago,Whisper.ai,,,"San Francisco, CA",Analyze clinical and usage data to gain deeper insights that translate into changes to our product (e.g. features) or service (e.g. training hearing care…,
3035,"AI/ML - Sr Data Scientist, Siri Data",3 days ago,Apple,4.2,,"Santa Clara Valley, CA 95014","Proficiency in data science, machine learning, and analytics, including statistical data analysis and A/B testing.Work with large, complex data sets.",
3036,Data Analyst,30+ days ago,Beshton Software,,,"San Francisco Bay Area, CA","Identify trends in financial data and risk factors for businesses, process large amounts of collected data and make use of increased data points to increase…",
3037,"Data Scientist, Insurance",19 days ago,Tesla,3.5,,"Fremont, CA",Partner with vehicle and data engineering teams on feature analysis across a broad range of fleet data and contribute to shared machine learning platform and…,
3038,Data Scientist,30+ days ago,Savari,,,"Santa Clara, CA 95050","Experience with Tensorflow, Statistical Time-Series, Predictive Modeling and machine learning.Work closely with the team to put together seemingly disparate…",
3039,Machine Learning Data Scientist,16 days ago,Intel,4.1,,"Santa Clara, CA 95052","Knowledge of python and experience with python libraries for machine learning and deep learning frameworks.Should you accept this position, you must consent to…",
3040,Data Scientist / Data Automation Engineer,30+ days ago,JSR Micro,4.1,,"Sunnyvale, CA 94089 (Lakewood area)",This engineer will lead cross functional teams to develop tools and applications to manage data from multiple chemical manufacturing sites as well as quality…,
3041,Data Scientist – Manage and Analyze,30+ days ago,DocuSign,3.9,,"Walnut Creek, CA","The Analyze and Manage team builds and operates industry-leading analytics products that utilize AI, machine learning and cutting-edge NLP to provide deep…",
3042,Data Scientist,30+ days ago,"Grammarly, Inc.",4.8,,"San Francisco, CA 94104 (Financial District area)",Is comfortable diving into the data to understand user behavior and product performance.Has a solid technical background (a computer science degree or relevant…,
3043,"Data Scientist, Operations",30+ days ago,PicnicHealth,,,"San Francisco, CA","You hold a Master's degree with 4 years of industry experience or PhD in a quantitative discipline, such as operations research, applied math, applied…",
3044,Data Scientist,30+ days ago,Brightidea,4.5,,"San Francisco, CA","Experience with full machine learning pipeline: from data preprocessing, to building/training various models, to hyperparameter optimization, testing, and…",
3045,Research Scientist - Data Science,19 days ago,USC,4.2,,"Marina del Rey, CA",Experience with data science in diverse scientific domains.Analyzes and evaluates research data utilizing computers and provides interpretations requiring…,
3046,Data Scientist,13 days ago,University of California San Francisco,4.2,,"San Francisco, CA 94143 (Haight-Ashbury area)","Knowledge of controlled terminology, clinical workflows, user interface optimization, clinical decision support, rules development, data integration and mining,…",
3047,Senior Data Scientist (Remote),14 days ago,Headspace,4,,"Santa Monica, CA 90404 (Pico District area)","Identify opportunities to apply data science and machine learning towards unaddressed business problems, or to improve existing aspects our data science…",
3048,Data Scientist,30+ days ago,Big Data Federation,,,"Santa Clara, CA",Able to mentor junior data scientists through code reviews and best practices.This will include designing and implementing machine-learning algorithms and…,
3049,Data Scientist Manager - Developer and Enterprise Solutions,5 days ago,Twitter,4.1,,"San Francisco, CA 94103 (South of Market area)","You have 2+ years experience as individual contributor, applying your experience with statistics, machine learning, and data analysis to product design,…",
3050,Data Quality Scientist,30+ days ago,Verana Health,,,"San Francisco, CA",Preemptively identify and troubleshoot technical/clinical/data issues by creating rules for checks and triggers based on expected clinical workflows to…,
3051,Data Scientist (Natural Language Processing),30+ days ago,States Title,5,,"San Francisco, CA",3-10 years of relevant experience in data science.Join States Title and send an entirely new type of real estate model into the wild.,
3052,"Data Scientist, Teleflora",30+ days ago,The Wonderful Company LLC,2.9,,"Los Angeles, CA 90064","Strong presentation skills, with the ability to translate data into business insights.We are looking for someone with strong eCommerce experience, someone who…",
3053,Data Scientist,30+ days ago,Clicktripz,,,"Manhattan Beach, CA","2+ years of experience in applied machine learning, predictive modeling, and statistical analysis.Collaborate with the Clicktripz product and engineering…",
3054,"Data Scientist, Auction and Delivery",17 days ago,Facebook,4.2,,"Menlo Park, CA",The team is made up of data scientists with a diverse set of backgrounds.Research applied machine learning questions in our ads system to improve prediction…,
3055,"Data Scientist, Autonomy Systems",30+ days ago,Nuro,5,,"Mountain View, CA","Perform deep-dive analysis that informs how we manage and deploy our fleet of autonomous vehicles.Academic/industry experience applying Bayesian methods, MCMC,…",
3056,Business Analyst/Data Scientist,30+ days ago,ACL Digital,,,"Menlo Park, CA","SQL, Big Data, Python, Tableau, data modeling, data visualization and data science is required.Create new & advanced analyses using internal and external data.",
3057,"Senior Data Scientist, Intelligent Services",4 days ago,Adobe,4.3,,"San Jose, CA (Downtown area)",Adobe is looking for a Senior Data Scientist to build the next generation of Content and Commerce AI services!Enable semantic understanding of documents.,
3058,Data Scientist - Risk,30+ days ago,SoFi,3.2,,"San Francisco, CA","The Data Scientist will work closely with Risk, Engineering, and Operations teams to design solutions to prevent fraudulent behavior, ranging from complex…",
3059,Sr. Data Scientist,30+ days ago,Woodruff Sawyer,3.3,,"San Francisco, CA 94111 (Financial District area)",Executes formal exploratory data analysis for data science projects.The Commercial Lines BI team at Woodruff Sawyer is a newly founded capability to enhance…,
3060,Software or Machine Learning Engineer - Entry Level,30+ days ago,Apple,4.2,,"Santa Clara Valley, CA 95014","Experience in machine learning, deep learning, search, natural language processing, data science, or computer vision.Proficiency with C/C++/Java.",
3061,Data Scientist,30+ days ago,Asana,3.6,,"San Francisco, CA 94103 (Mission area)",3+ years of experience in applying data science techniques to drive technical product development and decision-making.,
3062,"Data Scientist, Legal",30+ days ago,Facebook,4.2,,"Menlo Park, CA","Partner with infrastructure and data engineers to manage large data sets effectively.You are focused on accuracy, a self-starter, and have demonstrated success…",
3063,"Consultant, Statistical Programming",3 days ago,Odonate Therapeutics,,,California,"Code complex SAS programs for applications designed to analyze and report complex clinical trial data, as well as for electronic review, exchange,…",
3064,(USA) Senior Data Scientist - International eCommerce (Searc...,2 days ago,Walmart,3.5,,"Sunnyvale, CA 94086 (West Murphy area)","Identifies what methods (for example, analytics, big data analytics, automation) would provide a solution for the problem.",
3065,Senior Data Scientist,Just posted,Intuit,4.2,,"Mountain View, CA 94041","Marketing Analytics group is looking to expand its capabilities in the data engineering, machine learning, and data analytics realm to work closely with…",
3066,Data Scientist - HCI,23 days ago,SCAN Group,3.8,,"Long Beach, CA",3-5 years of experience handling data sets and building statistical/machine learning models.You must have strong experience using a variety of data mining/data…,
3067,Sr Business Data Analyst,30+ days ago,DHL | Supply Chain,3.7,,"Livermore, CA 94550",Applies data visualization for discovery and timely insights to decrease Cycle Time to Action (CTA).To apply knowledge and analytics to develop and communicate…,
3068,"Data Scientist, Analytics - Groups Ranking and Growth",4 days ago,Facebook,4.2,,"Menlo Park, CA",5+ years of experience working in an analytics organization.Genuine interest in going into the data to build theory and tell a story from it.,
3069,Data Scientist (Generalist),30+ days ago,PicnicHealth,,,"San Francisco, CA",You have a strong desire to shape our growing team of data scientists as PicnicHealth scales to meet customer demand.,
3070,"Data Scientist - Fraud Engineering, Algorithms, and Risk",30+ days ago,Apple,4.2,,"Santa Clara Valley, CA 95014",We are seeking a data scientist with a drive to turn the huge amounts of data generated by these applications into insights that improve customer experience and…,
3071,"Data Scientist, Analytics - Messaging Platform",18 days ago,Facebook,4.2,,"Menlo Park, CA",Apply analytical skills to gain deep insights into Messenger’s platform performance and how it affects end user experience.,
3072,Senior Data Scientist,30+ days ago,Demandbase,3.1,,California,You are willing to build end-to-end and own the machine learning products you build or help build.4+ years of data science experience.,
3073,Sr Data Scientist,30+ days ago,MURAL,3.8,,California,Keep up with the latest trends and methods to unveil insights from the product data.Present complex Product data using easy to understand data visualization…,
3074,"Senior Data Scientist, Used Cars",30+ days ago,Tesla,3.5,,"Fremont, CA","Strong predictive data modeling experience is required, with proven application in applying decision trees, regression analysis, deep neural networks,…",
3075,"AI/ML - Machine Learning R&D Scientist, Machine Translation",5 days ago,Apple,4.2,,"Santa Clara Valley, CA 95014","We are looking for people who have a deep real passion for technology and collaborate with a team of researchers, engineers and designers towards making it…",
3076,Data Scientist - Vulnerability,30+ days ago,One Concern,,,"Menlo Park, CA","Collaborate with an interdisciplinary team of software engineers and data scientists on cross-functional projects, interpreting data, and translating into…",
3077,Data Scientist,30+ days ago,Experian,3.7,,"San Diego, CA",Leading research and development projects on machine learning and data analytics.Identify/develop appropriate machine learning/deep learning/natural language…,
3078,Data Scientist,30+ days ago,Beyond Limits,3.4,,"Glendale, CA",Scope unstructured problems or messy data for tractable insights.Identify candidate statistical or machine learning solutions and test their efficacy.,
3079,Data Scientist,30+ days ago,Tubi,,,"San Francisco, CA","Spark, Airflow, data ETL experiences, product analytics or growth analytics experiences in the tech industry.Building data ETL to create tables that are easily…",
3080,Senior Data Analyst for Business Intelligence,4 days ago,VS Media,2.9,,"Westlake Village, CA 91361","Performs excel analysis and manipulation of data visualization, as well as other data mining.5+ minimum years experience in data analysis and/or data mining is…",
3081,Data Scientist,30+ days ago,"Hyundai Kia America Technical Center, Inc. (HATCI)",1.7,,"Mountain View, CA 94043",This position requires a seasoned professional with experience in delivering a comprehensive data science solution including algorithm development as well as…,
3082,Senior Marketing Data Scientist,30+ days ago,National Funding,3.3,,,"Builds recommendations by synthesizing data from multiple sources, developing assumptions where needed, to drive business insights and strategy development.",
3083,"Scientist 2, Data Analytics",30+ days ago,Areté,4,,,"Experience in any of the following areas: machine learning, including artificial intelligence and deep learning; data analysis, statistical signal processing,…",
3084,"Data Scientist, Point of Sale & Customers",10 days ago,Square,3.7,,"San Francisco, CA 94103 (South of Market area)","As a member of the Point of Sale & Customers team, you will use engineering, analytics, and machine learning to empower data-driven decision-making in the full…",
3085,Data Scientist - Machine Learning,30+ days ago,Plaid,3.8,,"San Francisco, CA","We're looking for data scientists with experience applying state-of-the-art machine learning and modeling techniques - including natural language processing,…",
3086,AI & Data Software Engineer,6 days ago,LR Strategic LLC,,,"San Francisco, CA 94107 (Yerba Buena area)",Developing and improving on web-hosted R Shiny applications to surface actionable analytics that produce tangible results for end-users.,
3087,Sr. Data Scientist,6 days ago,Gap Inc.,3.8,,"San Francisco, CA 94105 (Financial District area)",Experience developing personalization capabilities through data science using multi-channel retail consumer data such as POS and clickstream data preferred.,
3088,"Data Scientist, Forecasting",30+ days ago,Geli,,,"San Francisco, CA 94105 (Financial District area)","Geli’s suite of products creates an ecosystem where project developers, OEMs, financiers, and project operators can deploy advanced energy projects using a…",
3089,Developer I - Data Science,5 days ago,Inland Empire Health Plans,3.7,,"Rancho Cucamonga, CA 91730","Gathers, selects, compiles and analyzes health plan data, with emphasis on data maintained with data warehouse.Strong analysis and critical thinking skills.",
3090,Data Visualization Engineer - Full Stack,3 days ago,TuSimple,,,"San Diego, CA","Your work will greatly improve the efficiency of the research of our algorithm scientists, and expedite the development of engineering infrastructure projects.",
3091,Lead Data Scientist,30+ days ago,Kaiser Permanente,4.1,,"Burbank, CA","Minimum 8 years of experience as a Data Scientist applying data science, advanced analytics, machine learning, and deep learning methodologies to solve real…",
3092,Growth & Optimization Manager (Data Analyst focus),2 days ago,"BEN Group, Inc",,,"Los Angeles, CA","Able to work effectively on sometimes ambiguous data within a fast-changing environment, tight deadlines and priority changes.",
3093,"Product Data Scientist, Business & Revenue Product",30+ days ago,Snapchat,3.5,,"Los Angeles, CA 90291 (Venice area)","Understand patterns in data to identify key product trends and new product opportunities.Working closely alongside engineering, product management, and…",
3094,Data Scientist,30+ days ago,Bond Financial Technologies,,,"San Francisco, CA","1-3 years of experience in data science and analytics in financial services.Apply your expertise in quantitative analysis, data mining, and the presentation of…",
3095,Data Scientist,30+ days ago,Kaiser Permanente,4.1,,"Oakland, CA","Experience working with electronic medical record, to conduct health research and analytics.Identifies new sources of data within the electronic medical record…",
3096,Senior Data Scientist,6 days ago,Ranker,2.9,,"Los Angeles, CA 90048 (Mid City West area)",5+ years of relevant work experience in data analytics and/or data science.Hands-on experience building statistics and machine learning-based solutions as well…,
3097,Data Scientist,30+ days ago,Kenshoo,3.7,,"San Francisco, CA 94103 (Yerba Buena area)","1+ years in consulting/data science/marketing analytics roles.BS/BA required, ideally in a relevant field to analytics (finance, business, engineering,…",
3098,"Autopilot, Full Stack Deep Learning Infrastructure Engineer",2 days ago,Tesla,3.5,,"Palo Alto, CA","Connect our machine learning code to databases, and these databases to the frontend.Our machine learning engineers and leadership use this stack to schedule,…",
3099,Data Scientist,30+ days ago,SupportLogic,,,"Santa Clara, CA","4+ years of experience as a full-time data scientist, machine learning researcher, or machine learning engineer.Experience with SQL databases and SQL queries.",
3100,Staff Data Scientist,30+ days ago,Instacart,2.9,,"San Francisco, CA","Use expertise in causal inference, machine learning, complex systems modeling, behavioral decision theory etc. to shape the future of Instacart.",
3101,"Machine Learning Engineer, 1+ Years Experience - Los Angeles",2 days ago,Snapchat,3.5,,"Los Angeles, CA 90291 (Venice area)","Strong understanding of machine learning approaches and algorithms.Experience working with machine learning frameworks such as TensorFlow, Caffe2, PyTorch,…",
3102,Senior Data Scientist - CGM Analytics,4 days ago,Dexcom,3.3,,"San Diego, CA",You will be part of the team that supports enhanced continuous health sensing design using analytics on clinical datasets.,
3103,"Data Scientist, Product Analytics",30+ days ago,Scaleapi,,,"San Francisco, CA","Own end-to-end product analytics workflow including formulating success metrics, socializing them across the organization, and creating dashboards/reports.",
3104,Sr. Healthcare Data Scientist,30+ days ago,"Universal Consulting Services, Inc.",3.5,,"Travis AFB, CA 94535","Healthcare Data Scientist, to work with end users, clinical providers, and other healthcare data scientists.Utilize generic, application independent, embedded…",
3105,Machine Learning Intern,27 days ago,ViaSat,3.8,,"Carlsbad, CA 92009 (Bressi Ranch area)","Data engineering and data science for machine learning applications.Answering problems with full stack, cloud, machine learning, etc.",
3106,Machine Learning Engineer,30+ days ago,Triplebyte,5,,,"As a machine learning engineer, you'll be responsible for the end-to-end process of designing and running experiments to serving production models at scale.",
3107,Senior Data Analysts,30+ days ago,FrescoData,,,"Newport Beach, CA",Responding to requests for data analysis and research.Producing useful insight and valuable information from various raw data sources.,
3108,Principal Data Scientist,30+ days ago,Heap,3.9,,California,4+ years of professional experience as a data scientist.Experienced with statistics and machine learning.You can have a lot of fun playing with data.,
3109,Data Scientist - Construction Operations,30+ days ago,Tesla,3.5,,"Fremont, CA","3+ years of work experience in data analytics, data engineering, data science, machine learning or related fields.Tesla participates in the E-Verify Program.",
3110,Machine learning,19 days ago,Applabsyste,,"$157,987 - $264,145 a year","San Jose, CA","Knowledge of machine learning around image analysis.Independent, pro-active developer who can design, prototype and implement solutions around cameras and…",
3111,Statistician,17 days ago,UCLA,4.3,,"Los Angeles, CA","Knowledge and deployment of advanced statistical and machine learning concepts used in big data analysis including nonparametric tests, ANOVA, mixed models,…",
3112,"Senior Data Analyst - Twitter Service, Customer Analytics",3 days ago,Twitter,4.1,,"San Francisco, CA 94103 (South of Market area)","You have at least 5 years of experience in applied data science and analytics, including hands-on development of metrics and dashboards, as well as end-to-end…",
3113,HSI Data Scientist,20 days ago,Orbital Sidekick,,,"San Francisco, CA","Working with engineering, product, and other analytics teams to establish and maintain data exploitation processes to generate reliable industry end-user…",
3114,Senior Data Scientist,11 days ago,Mission Lane,,,"San Francisco, CA","We offer the option of 100% paid health, dental and vision care, a flexible spending account, unlimited PTO, paid holidays, eligibility for our cash incentive…",
3115,Senior Data Scientist,30+ days ago,Whip Media Group,,,California,Translate our business strategy into a data science and machine learning vision; then digest that vision into short/long term plans on how we get there.,
3116,Sr. Business Data Analyst,Just posted,Intuit,4.2,,"Mountain View, CA 94041","Solve marketing and product analytics problems by doing work such as developing data structures, pipelines, and data visualizations that enable us to find…",
3117,"Data Scientist, Diversity Insights",24 days ago,Cloudera,3.9,,"Santa Clara, CA","Apply your expertise in quantitative analysis, data visualization and data-mining to tell the stories of Clouderans behind the numbers.",
3118,"Statistician, Data Science and Analytics (remote)",30+ days ago,BD,3.8,,"San Diego, CA (Carmel Valley area)","Explores existing data for insights and recommends additional sources of data for improvements.Extracts and analyzes complex quantitative clinical, financial,…",
3119,Senior Data Scientist,3 days ago,Red Bull,4.1,,"Santa Monica, CA 90404 (Mid-City area)","As the senior data scientist, you will apply your advanced analytics, data wrangling, and visualization skills to solve problems across marketing, sales, and…",
3120,Staff Scientist Data Analysis - Clinical Product Support,6 days ago,Thermo Fisher Scientific,3.5,,"South San Francisco, CA 94080","5+ years of experience as a data scientist.Strong hands on data analytics, statistical modeling, and classifiers experience.",
3121,"Staff Data Scientist, eComm - International Search",30+ days ago,Walmart,3.5,,"Sunnyvale, CA 94086 (West Murphy area)","Develops newer techniques (for example, advanced machine learning algorithms, auto ML) by leveraging the latest trends in machine learning, artificial…",
3122,English Speakers - Data Annotators,30+ days ago,TransPerfect,3,,"San Francisco, CA 94105 (South Beach area)","Preprocess data in order to make it usable for machine learning technology.As part of the tasks of the job, you will be responsible for reading or hearing…",
3123,Data Scientist II (Computational),30+ days ago,Decision Sciences International Corporation,3.5,,"Poway, CA 92064","Develop research and implementation plans, successfully execute and update those plans, and provide bi-weekly updates to management.Up to 10% of the time.",
3124,"Software Engineer / Data Scientist, Fleet Analytics",30+ days ago,Tesla,3.5,,"Palo Alto, CA","Design and implement metrics, applications and tools that will enable engineers by allowing them to self-serve their data insights.",
3125,"Data Scientist, SBG",30+ days ago,Facebook,4.2,,"Menlo Park, CA","Ideal candidates love breaking down problems, building solutions, delivering actionable and data-driven insights, and working in a fast-paced, dynamic…",
3126,Data Scientist,30+ days ago,Supplyframe,2.5,,"Los Angeles, CA","Top notch health, dental, and vision insurance.Competitive salary and bonus program in an entrepreneurial environment.Passion for solving real-world problems.",
3127,Technical Program Manager - AMP Data Science & Analytics - C...,3 days ago,Apple,4.2,,"Santa Clara Valley, CA 95014","Support the lead program manager and other leadership in internal initiatives to scale the PMO, such as building templates for project plans, project meetings,…",
